content,class
"""@salubrious55 @JimThom90458694 @MRobertsQLD @PaulineHansonOz You’re obviously brainwashed by the mining industry.  They hardly pay any tax, while lobbying the government and having one on ones with politicians (who knows what goes on between them) or if there are any, under the table deals. People like you allow yourself to be divided and… https://t.co/SmwGy5Bglx""",0
"""RT @rationalaussie: People on a 45% marginal rate of income tax are supposed to be rich.  But they earn like $200k, which is still a 'worki…""",0
"""Everyone tells you they are there to listen only a call away but the way the tears trickle down my face onto my tired hands knowing I’ll never be able to actually call and ask for the help I need so I sit and pretend it’s all ok and you sit there and pretend you don’t notice""",0
"""RT @hoddo461: @lesstenny Yes, well maybe not great but certainly good. FDRs (socialist) ""New Deal"" led the US out of depression and to pros…""",1
"""RT @zei_squirrel: Elon Musk regurgitates the most deranged neoliberal banalities straight out of Bill Clinton, George ""trickle down economi…""",1
"""@elonmusk  Most people don’t comprehend the true evil of this grifter. Let me sum it up in simple terms: Musk got rich off tax cuts and gov’t subsidies. DOGE is a scam to increase his wealth. He doesn’t give a damn about America. He’s a lying blowhard.""",0
"""@HawleyMO How are you paying for the tax cuts for the rich that you propose?""",1
"""RT @katea76: under this albanese labor gov i have received a tax cut, wage rise, local satellite hospital, energy rebate, cheaper medicine,…""",0
"""@ProjectPearson @QwertyDee_ All about oil. Alberta boy. Harper Alberta boy. Smith will be out next election. All she cares about is oil. No promises kept. Just distractions. Wants to be American as does the UCP MLAs. Most corrupt government in Alberta history. Former oil lobbyist. Lowest rating of Premiers.""",1
"""RT @mmpadellan: REMINDER: It was never really about Blue vs Red, Democrats vs Republicans, Black vs White...  It was ALWAYS about ultra-wea…""",0
"""RT @andyg_live: Why are conservatives blaming the fire department anyway ? It's a bloody socialist service paid by the tax payers and Karen…""",1
"""RT @JoJoFromJerz: His tax cut for the rich saddled our country with the 3rd largest debt increase in our nation’s history and he left offic…""",0
"""RT @AmandeepBhogal: Stole the winter fuel allowance, freezing our pensioners. Slapped 20%VAT on independent schools. Attacked our farmers w…""",0
"""RT @DickWinchester: @StephenFlynnSNP Now just imagine what it would have been like if everyone was forced into having a heat pump and a  ba…""",0
"""Capitalist lap dogs after I trickle my piss down my balls https://t.co/Jdsol9hrwJ""",1
"""RT @katea76: under this albanese labor gov i have received a tax cut, wage rise, local satellite hospital, energy rebate, cheaper medicine,…""",0
"""But it’s not that simple.  Rich people will probably move elsewhere to pay their taxes so others will still end up paying more tax.  Taxing the rich may not be the win you think it is. https://t.co/M5Q1eQae9l""",0
"""RT @ChrisMurphyCT: Feels pretty simple to me. He talks about invading Greenland and Panama to distract you and the media from the THEFT tha…""",0
"""And I’m urging the Senate to revoke those doctors’ medical licenses because they are lobbying on behalf of Big Pharma. https://t.co/UcAiI25CAn""",1
"""Tax The Rich Tax The Superrich Tax Billionaires The rest is bullshit.  #TaxTheRich #TaxTheSuperrich  #TaxTheUltrarich #TaxBillionaires #Trump #MAGA #DOGE  #Bitcoin #Dogecoin #ElonMusk #Musk #Weidel  #MuskWeidel #H1B #AfD #Lobbycratie #BigMoney #Crypto #Oligarchy @Banxcartoons https://t.co/3d40CZVKrm""",0
"""RT @SerbEagleAI: 🚨BREAKING: The Wall Street Journal @WSJ claim that the 🇺🇸#US government had in February 2024 removed the 🇬🇱 #Greenland Lib…""",1
"""@theJagmeetSingh You're only saying this because your brother is a registered lobbyist for Metro.   Now STFU.""",0
"""RT @KEdge23: I think we should cut the foreign aid budget by a few billion, then give the winter fuel allowance back to our pensioners and…""",0
"""RT @JoJoFromJerz: His tax cut for the rich saddled our country with the 3rd largest debt increase in our nation’s history and he left offic…""",0
"""@GOP_is_Gutless ""Tax the rich, feed the poor, till there are no rich no more""... Then we all get to starve together!""",0
"""RT @AshleyLeahy: This is the thing from the rich tax avoiders.  They made their wealth thanks to the country they live and work in, but do…""",0
"""RT @SolomonYue: Swamp also refers to lobbyists seeking special treatments for their clients via introduction and passage of legislation in…""",1
"""RT @katea76: under this albanese labor gov i have received a tax cut, wage rise, local satellite hospital, energy rebate, cheaper medicine,…""",0
"""These elitists will recover, with relative ease. But because of their spending and lobbying to keep incompetent scum like Gavin Newsom in power, countless every-day Americans will lose everything in this fire. https://t.co/CFb5u7uZmz""",0
"""RT @JoJoFromJerz: His tax cut for the rich saddled our country with the 3rd largest debt increase in our nation’s history and he left offic…""",0
"""RT @KenRoth: Meta's embrace of Trump seems to reflect a lack of viable new ideas and instead a resort to playing politics. https://t.co/G95…""",1
"""RT @JoJoFromJerz: His tax cut for the rich saddled our country with the 3rd largest debt increase in our nation’s history and he left offic…""",0
"""@MattMulher60942 @RepSwalwell Crazy how they already prepared an omnibus bill for Trump to sign, filled with *checks notes* tax cuts for the rich and nothing to lower prices. The sheep got played again. Enjoy losing your legs at the Panama Canal war while Musk replaces you with smarter foreigners. LOL.""",1
"""@BRICSinfo What an absolute waste of tax payer dollars. Politicians in Ukraine and the US getting rich off our tax dollars and this war is going to finish right back where it started from. I hope Trump orders an investigation.""",0
"""@Ausbobsmit @AustralianJA It sure does. Every local council and state government should be protecting their citizens regardless of what PM says. Not like he’s any kind of moral compass.   Does the rot trickle down or rise up?""",0
"""RT @JoJoFromJerz: His tax cut for the rich saddled our country with the 3rd largest debt increase in our nation’s history and he left offic…""",0
"""RT @JoJoFromJerz: His tax cut for the rich saddled our country with the 3rd largest debt increase in our nation’s history and he left offic…""",0
"""@OIGatHHS More Title IV-D funded lobbying fraud. End illegal misuse of tax dollars for lobbying. End the appearance of illegal taxpayer funded lobbying by the federally and state funded Michigan Friend of the Court #FathersRights #corruption #Michigan  https://t.co/BXuktNjgfe""",0
"""@chandrarsrikant He is telling the truth. That India labour advantage is over. High inflation high medical and education costs need high salaries. We need higher direct tax on the rich. Slobs like Ananth Ambani and jay Shah are the pain points. Not us""",1
"""This moron is celebrating that California mismanaged their state, cut resources for LAFD, didn't do any of the Forest management that @GavinNewsom promised he would in 2019, they hired a DEI Lesbian to head the LAFD, but Biden is a hero for using TAX DOLLARS from American… https://t.co/pXkG8l4IJu https://t.co/UFpjjQdP6X https://t.co/6d5UGQKfzJ""",0
"""RT @UniteSharon: How can the @GOVUK take away the #winterfuelpayment from vulnerable pensioners and leave the super rich completely untouch…""",0
"""RT @JoJoFromJerz: His tax cut for the rich saddled our country with the 3rd largest debt increase in our nation’s history and he left offic…""",0
"""RT @PeterPaulGuy: 🇮🇪🚨  Foreign wealth from billionaires such as George Soros - Open Society Foundation are funding the unelected and unacco…""",0
"""All David had to do was ""Ask Google"" is Jenni Byrne is a lobbyist for Loblaw. The power of AI: https://t.co/skosdztZGf https://t.co/mzGbLiLHBl""",0
"""RT @katea76: under this albanese labor gov i have received a tax cut, wage rise, local satellite hospital, energy rebate, cheaper medicine,…""",0
"""RT @sabrinawhitting: @labourlewis Tax the rich…. £22 billion hole…. Fixing the foundations … Tories …change…hard decisions… 14 years … blah…""",1
"""RT @jsamodra: The Israeli lobbying group has bought the politicians in the Congress to issue a bill sanctioning the ICC  A BLATANT ATTEMPT…""",0
"""RT @HCsick: @GabrielleO61890 @sussexlc @Keir_Starmer @jamesmurray_ldn @Jacob_Rees_Mogg @MPIainDS @DavidDavisMP @Nigel_Farage @KemiBadenoch…""",0
"""RT @JoJoFromJerz: His tax cut for the rich saddled our country with the 3rd largest debt increase in our nation’s history and he left offic…""",0
"""RT @RegEvryDyNrmGuy: I bet if you watch this you can almost feel that little trickle of cum tickling your ass hole as it drips down... http…""",0
"""RT @JoJoFromJerz: His tax cut for the rich saddled our country with the 3rd largest debt increase in our nation’s history and he left offic…""",0
"""@Harii33 Everyone knows about the lobbying, its just that nobody speaks out against it😌""",0
"""As a corporate lobbyist, Trump AG nominee Pam Bondi represented scores of clients facing federal regulatory scrutiny — including Amazon, Uber, and GM.  Her conflicts of interest are alarming.  The Attorney General should be the people's lawyer — not corporate America's.""",0
"""RT @tatereeves: Eliminate the income tax AND  “Cut unnecessary spending” to give “more cash back to taxpayers.”   YES indeed!""",0
"""@stephenharper Is that why you sold off all of our self-governed NGOs? Or sold us out to China for 41yrs with the FIPPA? Or gutting social programs for a tax cut for your corporate cronies? Go fuck yourself you traitor.""",0
"""@evan_1177 @Zephaniah111 @boucher_tax @ArthurCasey514 @TruthbetoldUC @bennyjohnson 🤣🤣🤣🤣🤣🤣 Trump was the one that negotiated and signed the corrupt OPEC deal to cut down oil production buddy  Trump’s corrupt agreement expired until May 2022. Guess what happened right after it expired? Yeah, gas prices and inflation started to go down  You have to be MAGA https://t.co/j7T3lqW88L""",1
"""RT @mmpadellan: REMINDER: It was never really about Blue vs Red, Democrats vs Republicans, Black vs White...  It was ALWAYS about ultra-wea…""",0
"""RT @PoliticsJOE_UK: How can Labour fix the economy? Tax the rich. https://t.co/zOC8Emmmdo""",1
"""RT @dirtybird12345: Here we have it, @NHS lobbying MP's in favour of PA'S. You couldn't make this up. Then again they are paying @gmcuk's l…""",0
"""RT @BradBeauregardJ: @SenSchumer Giving rich people tax cuts they don't need is probably the only campaign promise Trump and the MAGA Repub…""",0
"""RT @goldenmythor: @laurenboebert How about tax breaks 🤔 for the rich? https://t.co/ELEe4yT42h""",0
"""RT @JoJoFromJerz: His tax cut for the rich saddled our country with the 3rd largest debt increase in our nation’s history and he left offic…""",0
"""RT @rationalaussie: People on a 45% marginal rate of income tax are supposed to be rich.  But they earn like $200k, which is still a 'worki…""",0
"""@POTUS 10s of thousands homes in WV, SC &amp; FL still are waiting for the government to help from storm damage, but #JoeBiden acts fast to give tax $ to RICH L.A. fire victims? WHY? @JoeBiden takes from the middle class to give to rich elitists for favors.  #BidenWorstPresidentEver""",0
"""@labourlewis Tax the rich…. £22 billion hole…. Fixing the foundations … Tories …change…hard decisions… 14 years … blah blah blah. You’ve lost the room guys. It’s over for Labour""",1
"""RT @JoJoFromJerz: His tax cut for the rich saddled our country with the 3rd largest debt increase in our nation’s history and he left offic…""",0
"""RT @AndrewW43599783: As we learn an investigation has revealed Loblaw, Sobeys, and Walmart overcharging customers by selling underweighted…""",1
"""RT @weact4ej: https://t.co/pU5U35t99T  The NYS legislative session has begun, and we have an opportunity for you to join fellow advocates i…""",0
"""RT @katea76: under this albanese labor gov i have received a tax cut, wage rise, local satellite hospital, energy rebate, cheaper medicine,…""",0
"""@drei__III @wolff_ernst Wichtig, in der Bundesrepublik hat Deine Stimme ein Gewicht von 1/60 Millionstel. Da kann man weder als Wähler noch als Nichtwähler viel erreichen.  Mehr Einfluss erhält ein Lobbyist, da er durch sein Geld etwas erreicht: z. B. Naturschutzgebiete auflösen gegen Industriepark, ...""",0
"""@dupoulet2 @LeadingReport I believe that he may cut income tax all together. He was looking into that.""",0
"""@theJagmeetSingh Why are you still banging on that broken drum ?! Your brother is a lobbyist for Sobeys and you lie about everything! Shut up and go for a drive in your Maserati with your fancy suit and Rolex ! Two faced liar !""",1
"""@SenSchumer Why are democrats so often fighting yesterday’s messaging war? This “tax cut for the rich” trope is old and worn. It may have had cache in the 2000s, but not today. The working class wants the government to back off. Dems want govt all in. Incompatible.""",1
"""RT @Timayenis: The existence of numerous organizations dedicated to LGBTQ advocacy and political lobbying is a major factor in the success…""",0
"""@aperri @politvidchannel Geez, I happen to agree with much of AOC’s policies as they are very family/women/teaching oriented, who have been in second place throughout our trickle down experiment that started with Rambo Ronnie Rayguns.    I’m done with this nonsense. Take from the rich, give to the poor.… https://t.co/AYTAlZNuZE""",1
"""Me, waiting for my promised provincial tax cut. https://t.co/6DLaH6zJRp""",1
"""@theJagmeetSingh Your brother is a lobbyist for Metro. Sit down, lapdog. https://t.co/t66DQ9rxbs""",0
"""Meta is lobbying for that shit like there's no tomorrow https://t.co/FFaZ68SMN3""",0
"""RT @SteveAReformUK: @elliereeves This is how it should work.   1) We pay tax 2) The amount of tax we pay should determine how much the gove…""",0
"""RT @mmpadellan: REMINDER: It was never really about Blue vs Red, Democrats vs Republicans, Black vs White...  It was ALWAYS about ultra-wea…""",0
"""Who will be looking into value of Government Grants? Seems like a well of waste of tax payers money. No grant US grant money should be used for “studies” in other countries. And what value has the US received out of the grants. Seems like welfare for the rich.""",0
"""@theJagmeetSingh Your brother is a lobbyist for Metro, and you’ve helped him get rich.""",0
"""RT @UniteSharon: How can the @GOVUK take away the #winterfuelpayment from vulnerable pensioners and leave the super rich completely untouch…""",0
"""RT @INCKerala: Now 16 ultra rich people bought this car in 2024, and together received a tax subsidy of 71.6 Cr at the least, if you don't…""",0
"""RT @KEdge23: I think we should cut the foreign aid budget by a few billion, then give the winter fuel allowance back to our pensioners and…""",0
"""@vonClownsewitz @rptavakol @maxfawcett @Prominent_Bryan Which will not change the fact that the federal government will still want a slice of your income. Whether they call it a tax or not Trump needs his cut.""",0
"""RT @JoJoFromJerz: His tax cut for the rich saddled our country with the 3rd largest debt increase in our nation’s history and he left offic…""",0
"""RT @ChrisMurphyCT: Feels pretty simple to me. He talks about invading Greenland and Panama to distract you and the media from the THEFT tha…""",0
"""@MarshaBlackburn We need to shut down AIPAC lobbying and remove our representatives who have handlers from office. Your duty is to American people, your actions are treason. The light of god is starting to shine. The Dark Fleet will fall. You will be seen with blood on your hands Marsha.""",0
"""RT @JoJoFromJerz: His tax cut for the rich saddled our country with the 3rd largest debt increase in our nation’s history and he left offic…""",0
"""RT @katea76: under this albanese labor gov i have received a tax cut, wage rise, local satellite hospital, energy rebate, cheaper medicine,…""",0
"""RT @AndrewW43599783: As we learn an investigation has revealed Loblaw, Sobeys, and Walmart overcharging customers by selling underweighted…""",1
"""RT @PoliticsJOE_UK: How can Labour fix the economy? Tax the rich. https://t.co/zOC8Emmmdo""",1
"""Pierre Poilievre is openly begging for US Oligarch Elon Musk’s help and promising to open up Canada and its resources to the US.  Poilievre plans to sellout Canada to Trump and his corporate oligarch cabal. https://t.co/bsJz78fmuR https://t.co/SBDmrrbKcF""",1
"""By going over Bushra's tweets, it appears she  1. hates the U.S. 2. hates the UK 3. hates Israel 4. hates the West as a whole  Yet still chooses to live in the West. https://t.co/oLR7YoeqvX""",1
"""THE SYSTEM OF PEDOPHILIA: Romanian Presidential Candidate Calin Georgescu confirms the problem is these Oligarch's, all of them are related with the System of Pedophilia because we know that there are more than 8 million children that disappear every year without any information.… https://t.co/wqpdA10kWM https://t.co/MtC3jbi4W1""",0
"""@Meidas_LaurenA The first ""ask"" for Zuckerberg surrendering to Trump surfaces, and it's about not being fined for breaching antitrust rules and committing other violations.  Rules are for peasants.  #Oligarchy""",1
"""Once you see this, you can’t unsee it:   If someone wrote a book arguing that “Christian nationalism” meant:  —Socialized medicine  —Infinite mass migration  —Reparations  —Taxing the rich  —“Trans” rights —Overturning the Second Amendment  —Carbon taxes  —etc.   And grounded… https://t.co/5DZSowl6pg""",0
"""@ShannonDennis1 @RandomText456 @canadavsengland @KoppelmanJames @Hickman2722 @elonmusk I often start by repeating back a statement as a question. This is done to preserve the context of the discussion. Otherwise 3rd party readers don’t know the context of my reply.  Conspiracy? No, “Lawfare” is a common practice -especially in Socialist nations like Soviet Russia.""",1
"""Palestine still not free???  What 2 Billion clowns are even doing???""",0
"""""Trans Rights are Human Rights"" Seen in Bear River, Nova Scotia https://t.co/coaNBBbh1U""",1
"""if you see this pic, reply with 🇵🇸 to spread it!💔 https://t.co/PWHOUJiKX1""",0
"""Arron Banks is a good man and a friend of America.   It is astonishing that US Citizenship and Immigration Services have denied him entry for the inauguration. https://t.co/RpN5hOXftq""",0
"""it's a shame that every woman, trans or non-white person should live in constant fear of losing already gained rights, I hate every fucking billionaire and white man in power https://t.co/5u2EdANIS9 https://t.co/MGFwBw26t6""",0
"""»Free Free Palestine!« Auf der Bühne im großen Saal beginnt die Kundgebung für eine Welt der Solidarität. Unblock Cuba! Free Palestine! #RLK25 #RosaLuxemburgKonferenz https://t.co/aSNuPgDy90""",0
"""ماذا لو تحدثتُ عن غزة..هل سيطلقون النار علي؟ الممثل الإيرلندي ليام كانينغهام، بطل مسلسل ""صراع العروش""، بكلمات شجاعة يُهاجم المتخاذلين عن نصرة غزة خوفًا على مصالحهم، مشيرًا إلى أنه لا قيمة للنجومية دون ضمير حي يقف في وجه جرائم الإبادة.  #العرب_في_بريطانيا #AUK https://t.co/BXPISgwAOp""",0
"""Powerful protest against the Genocide in Gaza today with a calling for an end to murder of Health Care Workers by out of control Israel.   The Irish public are ahead of the Government.   Irish Government needs to catch up…Israel must be sanctioned.   FREE GAZA 🇮🇪🇵🇸 #palestine https://t.co/IHL8xOqxD1""",0
"""There is only one group of people celebrating the devastation in California.  Ironically, it’s the same people who many of those Californians were trying to support and understand.  This is how they free Palestine. https://t.co/m4xF9Vc3sm""",0
"""Pierre Poilievre is openly begging for US Oligarch Elon Musk’s help and promising to open up Canada and its resources to the US.  Poilievre plans to sellout Canada to Trump and his corporate oligarch cabal. https://t.co/bsJz78fmuR https://t.co/SBDmrrbKcF""",1
"""A student explains why he and his friends are out in the streets for 45 nights.   🇬🇪 “We cannot live under dictatorship, in oligarchy and in poverty.”  🇬🇪 “They took our country and they are now taking money from our budget.”  🇬🇪 “In Georgia, every sixth child is starving.” https://t.co/g8gwNCgPE0""",0
"""It got heated with Ian Carroll, but we found lots of common ground. We discuss censorship, free speech, communism, capitalism, individual liberty, science, religion, technology, education, antisemitism, Israel Palestine conflict, and the importance of communication. https://t.co/KodOiWVOmV""",0
"""Nine protests are planned in five Georgian cities tomorrow, as the US sanctioned oligarch Ivanishvili’s regime intensifies repression both in courtrooms and on the streets. Day 45 of nonstop nationwide protests in Georgia 🇬🇪 https://t.co/rMrxTmGEYV""",0
"""In celebration of 1M on X Throwback to 1M on TikTok  This is the dig into who owns the stock market, who really owns everything?  Blackrock?  But who owns Blackrock?  That’s the trillion dollar dig https://t.co/RyOtOOM08N""",1
"""Tensions France/Algérie : ""Il faut être très ferme, il ne faut pas accepter ce qu'il est en train de se passer. (...) Il va falloir tout remettre à plat avec ce pays"" avec lequel ""il y a tellement de liens"", demande Manuel Valls, ministre des Outre-Mer.  ▶️ avec @margothaddad https://t.co/luoDrsW7jN""",1
"""Palestine still not free???  What 2 Billion clowns are even doing???""",0
"""There is only one group of people celebrating the devastation in California.  Ironically, it’s the same people who many of those Californians were trying to support and understand.  This is how they free Palestine. https://t.co/m4xF9Vc3sm""",0
"""@MzwaneleManyi @AdoptingBTCcpt @SimplBitcoin @HomeAffairsSA @RSASIU @INTERPOL_Cyber You should know… @MkhontoweSizwex offices in KZN abused my personal info and stole my IP.   With your Hani murdering @DeNedebe1 and AngloAmerican funders incl Arms Deal Basil Hersov and Swaziland Kirsch’s implicating me as a trafficker   @INTERPOL_HQ @KremlinRussia_E @BRICSinfo https://t.co/8Lfk9mR0DO https://t.co/XWNBwZq4Xh""",0
"""A student explains why he and his friends are out in the streets for 45 nights.   🇬🇪 “We cannot live under dictatorship, in oligarchy and in poverty.”  🇬🇪 “They took our country and they are now taking money from our budget.”  🇬🇪 “In Georgia, every sixth child is starving.” https://t.co/g8gwNCgPE0""",0
"""""Trans Rights are Human Rights"" Seen in Bear River, Nova Scotia https://t.co/coaNBBbh1U""",1
"""There is only one group of people celebrating the devastation in California.  Ironically, it’s the same people who many of those Californians were trying to support and understand.  This is how they free Palestine. https://t.co/m4xF9Vc3sm""",0
"""💯""There is no avoiding the oligarch problem anymore…But the truth is, oligarchy and democracy just cannot coexist.""  Wealth concentration//income inequality give Zuckerberg, Musk &amp; Murdoch too much power to control information. Which they do in their interests—not in America's. https://t.co/eT2PxuQKgl""",0
"""Over 60 German and Austrian universities, the German Federal Court of Justice and multiple top German football clubs have announced that they will be withdrawing from Twitter (X), due to US oligarch Elon Musk's ""discussion"" (collaboration) with Germany's neo-Nazi party (AfD)… https://t.co/OvKToXyASe https://t.co/Dpd37Ixxg1""",0
"""Twitter has become the new PC where the language of Anders Behring Breivik is hailed as the best example of the power of free speech and no one  remember that there ever lived people in Palestine prior to Israel. 1984 is real   And finally I can be not the PC guy""",0
"""Over 60 German and Austrian universities, the German Federal Court of Justice and multiple top German football clubs have announced that they will be withdrawing from Twitter (X), due to US oligarch Elon Musk's ""discussion"" (collaboration) with Germany's neo-Nazi party (AfD)… https://t.co/OvKToXyASe https://t.co/Dpd37Ixxg1""",0
"""パレスチナ支援のステッカーが出来ました。 まず第一弾として3種類、 プラカードでみなさまからお使いいただいたパレスチナ国旗赤ちゃん、ふたりの女の子(Free Palestine)、パレスチナをだきしめる(I stand with Palestine)です。 クリア素材がベースで、写真の黄色部分は台紙の色が透けたものです。⇨ https://t.co/aPlWArayi0""",0
"""i love trans people  trans rights are humans rights, friends""",0
"""Milionerzy z PiS‼️ Obok oligarchy Obajtka wielu z PiS na państwowych posadach dorobiło się milionów złotych⤵️. Oficjalnie i nieoficjalnie⤵️. Legalnie i nielegalnie😡 https://t.co/oqITI7BxkK""",0
"""MAGA are frothing at the mouth over a few reports of looting during LA fires &amp; “Newscum  While a Russian shadow gov Kleptocratic Oligarchy is about to systematically pillage &amp; loot our nation &amp; dismantle democracy permanently  Jan 20 is point of no return  #TrumpIsAConvictedFelon https://t.co/YPIFAySbm5""",0
"""this is a WILD statement wow https://t.co/7ablaxzyQc https://t.co/9uCFdGoiqZ""",0
"""Petition · Demand the Immediate Resignation of Mayor Karen Bass - Los Angeles, United States · https://t.co/OE7YKlXuna https://t.co/M8U9mtFnAI""",0
"""Incredible news from Seattle, WA🚨🚨the dam is breaking!   TransFamilies, one of the largest “trans rights” lobbying orgs in the US, has just announced they are laying off all paid staff.   @Moms4Liberty  @DIAGdemocrats  @WomenAreReals  @realchrisrufo  @BillboardChris https://t.co/nT1MlAoOnI""",0
